TimeDetected,TimeReset,UnitTitle,Remark,UnitTitleDestination
2016-02-06 05:36:15+00:00,,T01,External power ref.:2000kW,
2016-02-06 09:37:49+00:00,,T01,External power ref.:2000kW,
2016-02-06 10:02:29+00:00,,T01,External power ref.:2000kW,
2016-02-06 10:18:41+00:00,,T01,External power ref.:2000kW,
2016-02-06 10:48:40+00:00,,T01,External power ref.:2000kW,
2016-02-06 11:18:40+00:00,,T01,External power ref.:2000kW,
2016-02-06 11:48:40+00:00,,T01,External power ref.:2000kW,
2016-02-06 12:18:40+00:00,,T01,External power ref.:2000kW,
2016-02-06 12:48:39+00:00,,T01,External power ref.:2000kW,
2016-02-06 13:18:39+00:00,,T01,External power ref.:2000kW,
2016-02-06 13:48:39+00:00,,T01,External power ref.:2000kW,
2016-02-06 14:18:38+00:00,,T01,External power ref.:2000kW,
2016-02-06 14:48:38+00:00,,T01,External power ref.:2000kW,
2016-02-06 15:18:38+00:00,,T01,External power ref.:2000kW,
2016-02-06 15:48:38+00:00,,T01,External power ref.:2000kW,
2016-02-06 16:18:37+00:00,,T01,External power ref.:2000kW,
2016-02-06 16:48:37+00:00,,T01,External power ref.:2000kW,
2016-02-06 17:18:37+00:00,,T01,External power ref.:2000kW,
2016-02-06 17:48:37+00:00,,T01,External power ref.:2000kW,
2016-02-06 18:18:36+00:00,,T01,External power ref.:2000kW,
2016-02-06 18:48:36+00:00,,T01,External power ref.:2000kW,
2016-02-06 19:18:36+00:00,,T01,External power ref.:2000kW,
2016-02-06 19:48:35+00:00,,T01,External power ref.:2000kW,
2016-02-06 20:18:35+00:00,,T01,External power ref.:2000kW,
2016-02-06 20:48:35+00:00,,T01,External power ref.:2000kW,
2016-02-06 21:18:35+00:00,,T01,External power ref.:2000kW,
2016-02-06 21:48:34+00:00,,T01,External power ref.:2000kW,
2016-02-06 22:18:34+00:00,,T01,External power ref.:2000kW,
2016-02-06 22:48:34+00:00,,T01,External power ref.:2000kW,
2016-02-06 23:18:33+00:00,,T01,External power ref.:2000kW,
2016-02-06 23:48:33+00:00,,T01,External power ref.:2000kW,
2016-02-07 00:18:33+00:00,,T01,External power ref.:2000kW,
2016-02-07 00:48:33+00:00,,T01,External power ref.:2000kW,
2016-02-07 01:18:32+00:00,,T01,External power ref.:2000kW,
2016-02-07 01:48:32+00:00,,T01,External power ref.:2000kW,
2016-02-07 02:18:32+00:00,,T01,External power ref.:2000kW,
2016-02-07 02:48:32+00:00,,T01,External power ref.:2000kW,
2016-02-07 03:18:31+00:00,,T01,External power ref.:2000kW,
2016-02-07 03:48:31+00:00,,T01,External power ref.:2000kW,
2016-02-07 04:18:31+00:00,,T01,External power ref.:2000kW,
2016-02-07 04:48:31+00:00,,T01,External power ref.:2000kW,
2016-02-07 05:18:30+00:00,,T01,External power ref.:2000kW,
2016-02-07 05:48:30+00:00,,T01,External power ref.:2000kW,
2016-02-07 06:18:30+00:00,,T01,External power ref.:2000kW,
2016-02-07 06:48:30+00:00,,T01,External power ref.:2000kW,
2016-02-07 07:18:29+00:00,,T01,External power ref.:2000kW,
2016-02-07 07:48:29+00:00,,T01,External power ref.:2000kW,
2016-02-07 08:18:29+00:00,,T01,External power ref.:2000kW,
2016-02-07 08:48:29+00:00,,T01,External power ref.:2000kW,
2016-02-07 09:18:29+00:00,,T01,External power ref.:2000kW,
2016-02-07 09:48:28+00:00,,T01,External power ref.:2000kW,
2016-02-07 10:18:28+00:00,,T01,External power ref.:2000kW,
2016-02-07 10:48:28+00:00,,T01,External power ref.:2000kW,
2016-02-07 11:18:27+00:00,,T01,External power ref.:2000kW,
2016-02-07 11:48:27+00:00,,T01,External power ref.:2000kW,
2016-02-07 12:18:27+00:00,,T01,External power ref.:2000kW,
2016-02-07 12:48:27+00:00,,T01,External power ref.:2000kW,
2016-02-07 13:18:27+00:00,,T01,External power ref.:2000kW,
2016-02-07 13:48:26+00:00,,T01,External power ref.:2000kW,
2016-02-07 14:18:26+00:00,,T01,External power ref.:2000kW,
2016-02-07 14:48:26+00:00,,T01,External power ref.:2000kW,
2016-02-07 15:18:26+00:00,,T01,External power ref.:2000kW,
2016-02-07 15:48:25+00:00,,T01,External power ref.:2000kW,
2016-02-07 16:18:25+00:00,,T01,External power ref.:1732kW,
2016-02-07 16:48:25+00:00,,T01,External power ref.:2000kW,
2016-02-07 17:18:24+00:00,,T01,External power ref.:2000kW,
2016-02-07 17:48:24+00:00,,T01,External power ref.:2000kW,
2016-02-07 18:18:23+00:00,,T01,External power ref.:2000kW,
2016-02-07 18:48:24+00:00,,T01,External power ref.:2000kW,
2016-02-07 19:18:23+00:00,,T01,External power ref.:2000kW,
2016-02-07 19:48:23+00:00,,T01,External power ref.:2000kW,
2016-02-07 20:18:23+00:00,,T01,External power ref.:2000kW,
2016-02-07 20:48:23+00:00,,T01,External power ref.:2000kW,
2016-02-07 21:18:11+00:00,,T01,External power ref.:2000kW,
2016-02-08 04:01:31+00:00,,T01,External power ref.:2000kW,
2016-02-08 04:18:16+00:00,,T01,External power ref.:2000kW,
2016-02-08 04:48:16+00:00,,T01,External power ref.:2000kW,
2016-02-08 05:18:15+00:00,,T01,External power ref.:2000kW,
2016-02-08 05:20:47+00:00,,T01,External power ref.:2000kW,
2016-02-08 05:55:26+00:00,,T01,External power ref.:2000kW,
2016-02-08 06:05:24+00:00,,T01,External power ref.:2000kW,
2016-02-08 06:35:24+00:00,,T01,External power ref.:2000kW,
2016-02-08 10:51:06+00:00,,T01,External power ref.:2000kW,
2016-02-08 11:30:19+00:00,,T01,External power ref.:2000kW,
2016-02-08 11:50:35+00:00,,T01,External power ref.:2000kW,
2016-02-08 12:20:35+00:00,,T01,External power ref.:2000kW,
2016-02-08 12:33:30+00:00,,T01,External power ref.:2000kW,
2016-02-08 12:41:40+00:00,,T01,External power ref.:2000kW,
2016-02-08 13:11:40+00:00,,T01,External power ref.:2000kW,
2016-02-08 13:41:39+00:00,,T01,External power ref.:2000kW,
2016-02-08 13:50:12+00:00,,T01,External power ref.:2000kW,
2016-02-08 14:20:12+00:00,,T01,External power ref.:2000kW,
2016-02-08 14:50:12+00:00,,T01,External power ref.:2000kW,
2016-02-08 15:20:12+00:00,,T01,External power ref.:2000kW,
2016-02-08 15:50:11+00:00,,T01,External power ref.:2000kW,
2016-02-08 16:20:11+00:00,,T01,External power ref.:2000kW,
2016-02-08 16:50:11+00:00,,T01,External power ref.:2000kW,
2016-02-08 17:20:11+00:00,,T01,External power ref.:2000kW,
2016-02-08 17:50:10+00:00,,T01,External power ref.:2000kW,
2016-02-08 18:20:10+00:00,,T01,External power ref.:2000kW,
2016-02-08 18:50:10+00:00,,T01,External power ref.:2000kW,
2016-02-08 19:05:03+00:00,,T01,External power ref.:2000kW,
2016-02-08 19:35:03+00:00,,T01,External power ref.:2000kW,
2016-02-08 19:57:23+00:00,,T01,External power ref.:2000kW,
2016-02-08 20:27:23+00:00,,T01,External power ref.:2000kW,
2016-02-08 22:36:49+00:00,,T01,External power ref.:2000kW,
2016-02-08 23:26:29+00:00,,T01,External power ref.:2000kW,
2016-02-08 23:40:38+00:00,,T01,External power ref.:2000kW,
2016-02-09 00:10:38+00:00,,T01,External power ref.:2000kW,
2016-02-09 00:43:15+00:00,,T01,External power ref.:2000kW,
2016-02-09 02:36:10+00:00,,T01,External power ref.:2000kW,
2016-02-09 03:06:10+00:00,,T01,External power ref.:2000kW,
2016-02-09 03:36:10+00:00,,T01,External power ref.:2000kW,
2016-02-09 03:43:51+00:00,,T01,External power ref.:2000kW,
2016-02-09 04:08:26+00:00,,T01,External power ref.:2000kW,
2016-02-09 05:59:03+00:00,,T01,External power ref.:2000kW,
2016-02-09 06:44:07+00:00,,T01,External power ref.:2000kW,
2016-02-09 07:14:07+00:00,,T01,External power ref.:2000kW,
2016-02-09 07:44:06+00:00,,T01,External power ref.:2000kW,
2016-02-09 08:14:06+00:00,,T01,External power ref.:2000kW,
2016-02-09 08:44:06+00:00,,T01,External power ref.:2000kW,
2016-02-09 11:02:47+00:00,,T01,External power ref.:2000kW,
2016-02-09 11:32:47+00:00,,T01,External power ref.:2000kW,
2016-02-09 12:02:47+00:00,,T01,External power ref.:2000kW,
2016-02-09 12:32:47+00:00,,T01,External power ref.:2000kW,
2016-02-09 13:02:46+00:00,,T01,External power ref.:2000kW,
2016-02-09 13:32:46+00:00,,T01,External power ref.:2000kW,
2016-02-09 14:02:46+00:00,,T01,External power ref.:2000kW,
2016-02-09 14:32:46+00:00,,T01,External power ref.:2000kW,
2016-02-09 15:02:45+00:00,,T01,External power ref.:2000kW,
2016-02-09 15:32:45+00:00,,T01,External power ref.:2000kW,
2016-02-09 16:02:45+00:00,,T01,External power ref.:2000kW,
2016-02-09 16:32:45+00:00,,T01,External power ref.:2000kW,
2016-02-09 17:02:44+00:00,,T01,External power ref.:2000kW,
2016-02-09 17:32:44+00:00,,T01,External power ref.:2000kW,
2016-02-09 18:02:44+00:00,,T01,External power ref.:2000kW,
2016-02-09 18:32:44+00:00,,T01,External power ref.:2000kW,
2016-02-09 19:02:44+00:00,,T01,External power ref.:2000kW,
2016-02-09 19:32:43+00:00,,T01,External power ref.:2000kW,
2016-02-09 20:02:43+00:00,,T01,External power ref.:2000kW,
2016-02-09 20:32:43+00:00,,T01,External power ref.:2000kW,
2016-02-09 21:02:43+00:00,,T01,External power ref.:2000kW,
2016-02-09 21:32:42+00:00,,T01,External power ref.:2000kW,
2016-02-09 22:02:42+00:00,,T01,External power ref.:2000kW,
2016-02-09 22:32:42+00:00,,T01,External power ref.:2000kW,
2016-02-09 23:02:42+00:00,,T01,External power ref.:2000kW,
2016-02-09 23:32:41+00:00,,T01,External power ref.:2000kW,
2016-02-10 00:02:41+00:00,,T01,External power ref.:2000kW,
2016-02-10 00:32:41+00:00,,T01,External power ref.:2000kW,
2016-02-10 01:02:40+00:00,,T01,External power ref.:2000kW,
2016-02-10 01:32:40+00:00,,T01,External power ref.:2000kW,
2016-02-10 02:02:40+00:00,,T01,External power ref.:2000kW,
2016-02-10 02:32:39+00:00,,T01,External power ref.:2000kW,
2016-02-10 03:02:39+00:00,,T01,External power ref.:2000kW,
2016-02-10 03:32:39+00:00,,T01,External power ref.:2000kW,
2016-02-10 04:02:39+00:00,,T01,External power ref.:2000kW,
2016-02-10 04:32:38+00:00,,T01,External power ref.:2000kW,
2016-02-10 05:02:38+00:00,,T01,External power ref.:2000kW,
2016-02-10 05:32:38+00:00,,T01,External power ref.:2000kW,
2016-02-10 06:02:38+00:00,,T01,External power ref.:2000kW,
2016-02-10 06:32:37+00:00,,T01,External power ref.:2000kW,
2016-02-10 07:02:37+00:00,,T01,External power ref.:2000kW,
2016-02-10 07:32:37+00:00,,T01,External power ref.:2000kW,
2016-02-10 08:02:37+00:00,,T01,External power ref.:2000kW,
2016-02-10 08:32:36+00:00,,T01,External power ref.:2000kW,
2016-02-10 09:02:36+00:00,,T01,External power ref.:2000kW,
2016-02-10 09:32:36+00:00,,T01,External power ref.:2000kW,
2016-02-10 10:02:36+00:00,,T01,External power ref.:2000kW,
2016-02-10 10:32:35+00:00,,T01,External power ref.:2000kW,
2016-02-10 11:02:35+00:00,,T01,External power ref.:2000kW,
2016-02-10 11:32:35+00:00,,T01,External power ref.:2000kW,
2016-02-10 12:02:34+00:00,,T01,External power ref.:2000kW,
2016-02-10 12:32:34+00:00,,T01,External power ref.:2000kW,
2016-02-10 13:02:34+00:00,,T01,External power ref.:2000kW,
2016-02-10 13:32:34+00:00,,T01,External power ref.:2000kW,
2016-02-10 14:02:33+00:00,,T01,External power ref.:2000kW,
2016-02-10 14:32:33+00:00,,T01,External power ref.:2000kW,
2016-02-10 15:02:33+00:00,,T01,External power ref.:2000kW,
2016-02-10 15:32:33+00:00,,T01,External power ref.:2000kW,
2016-02-10 16:02:32+00:00,,T01,External power ref.:2000kW,
2016-02-10 16:32:32+00:00,,T01,External power ref.:2000kW,
2016-02-10 17:02:32+00:00,,T01,External power ref.:2000kW,
2016-02-10 17:32:32+00:00,,T01,External power ref.:2000kW,
2016-02-10 18:02:31+00:00,,T01,External power ref.:2000kW,
2016-02-10 18:32:31+00:00,,T01,External power ref.:2000kW,
2016-02-10 19:02:31+00:00,,T01,External power ref.:2000kW,
2016-02-10 19:32:30+00:00,,T01,External power ref.:2000kW,
2016-02-10 20:02:30+00:00,,T01,External power ref.:2000kW,
2016-02-10 20:32:30+00:00,,T01,External power ref.:2000kW,
2016-02-10 21:02:30+00:00,,T01,External power ref.:2000kW,
2016-02-10 21:32:30+00:00,,T01,External power ref.:2000kW,
2016-02-10 22:02:30+00:00,,T01,External power ref.:2000kW,
2016-02-10 22:32:30+00:00,,T01,External power ref.:2000kW,
2016-02-10 23:02:29+00:00,,T01,External power ref.:2000kW,
2016-02-10 23:32:29+00:00,,T01,External power ref.:2000kW,
2016-02-11 00:02:29+00:00,,T01,External power ref.:2000kW,
2016-02-11 00:32:28+00:00,,T01,External power ref.:2000kW,
2016-02-11 01:02:28+00:00,,T01,External power ref.:2000kW,
2016-02-11 01:32:28+00:00,,T01,External power ref.:2000kW,
2016-02-11 02:02:28+00:00,,T01,External power ref.:2000kW,
2016-02-11 02:32:27+00:00,,T01,External power ref.:2000kW,
2016-02-11 03:02:27+00:00,,T01,External power ref.:2000kW,
2016-02-11 03:32:27+00:00,,T01,External power ref.:2000kW,
2016-02-11 04:02:26+00:00,,T01,External power ref.:2000kW,
2016-02-11 04:32:26+00:00,,T01,External power ref.:2000kW,
2016-02-11 05:02:25+00:00,,T01,External power ref.:2000kW,
2016-02-11 05:32:25+00:00,,T01,External power ref.:2000kW,
2016-02-11 06:02:25+00:00,,T01,External power ref.:2000kW,
2016-02-11 06:32:25+00:00,,T01,External power ref.:2000kW,
2016-02-11 07:02:25+00:00,,T01,External power ref.:2000kW,
2016-02-11 07:32:25+00:00,,T01,External power ref.:2000kW,
2016-02-11 08:02:24+00:00,,T01,External power ref.:2000kW,
2016-02-11 08:32:24+00:00,,T01,External power ref.:2000kW,
2016-02-11 09:02:24+00:00,,T01,External power ref.:2000kW,
2016-02-11 09:32:24+00:00,,T01,External power ref.:2000kW,
2016-02-11 10:02:23+00:00,,T01,External power ref.:2000kW,
2016-02-11 10:32:23+00:00,,T01,External power ref.:2000kW,
2016-02-11 11:02:23+00:00,,T01,External power ref.:2000kW,
2016-02-11 11:32:23+00:00,,T01,External power ref.:2000kW,
2016-02-11 12:02:22+00:00,,T01,External power ref.:2000kW,
2016-02-11 12:32:22+00:00,,T01,External power ref.:2000kW,
2016-02-11 13:02:22+00:00,,T01,External power ref.:2000kW,
2016-02-11 13:32:22+00:00,,T01,External power ref.:2000kW,
2016-02-11 14:02:21+00:00,,T01,External power ref.:2000kW,
2016-02-11 14:32:21+00:00,,T01,External power ref.:2000kW,
2016-02-11 15:02:21+00:00,,T01,External power ref.:2000kW,
2016-02-11 15:32:21+00:00,,T01,External power ref.:2000kW,
2016-02-11 16:02:20+00:00,,T01,External power ref.:2000kW,
2016-02-11 16:32:20+00:00,,T01,External power ref.:2000kW,
2016-02-11 17:02:20+00:00,,T01,External power ref.:2000kW,
2016-02-11 17:32:20+00:00,,T01,External power ref.:2000kW,
2016-02-11 18:02:19+00:00,,T01,External power ref.:2000kW,
2016-02-11 18:32:19+00:00,,T01,External power ref.:2000kW,
2016-02-11 19:02:19+00:00,,T01,External power ref.:2000kW,
2016-02-11 19:32:19+00:00,,T01,External power ref.:2000kW,
2016-02-11 20:02:18+00:00,,T01,External power ref.:2000kW,
2016-02-11 20:32:17+00:00,,T01,External power ref.:2000kW,
2016-02-11 21:02:17+00:00,,T01,External power ref.:2000kW,
2016-02-11 21:32:17+00:00,,T01,External power ref.:2000kW,
2016-02-11 22:02:17+00:00,,T01,External power ref.:2000kW,
2016-02-11 22:32:16+00:00,,T01,External power ref.:2000kW,
2016-02-11 23:02:16+00:00,,T01,External power ref.:2000kW,
2016-02-11 23:32:16+00:00,,T01,External power ref.:2000kW,
2016-02-12 00:02:16+00:00,,T01,External power ref.:2000kW,
2016-02-12 00:32:15+00:00,,T01,External power ref.:2000kW,
2016-02-12 01:02:16+00:00,,T01,External power ref.:2000kW,
2016-02-12 01:32:15+00:00,,T01,External power ref.:2000kW,
2016-02-12 02:02:15+00:00,,T01,External power ref.:2000kW,
2016-02-12 02:32:15+00:00,,T01,External power ref.:2000kW,
2016-02-12 03:02:15+00:00,,T01,External power ref.:2000kW,
2016-02-12 03:32:15+00:00,,T01,External power ref.:2000kW,
2016-02-12 03:45:12+00:00,,T01,External power ref.:2000kW,
2016-02-12 04:15:11+00:00,,T01,External power ref.:2000kW,
2016-02-12 04:45:11+00:00,,T01,External power ref.:2000kW,
2016-02-12 05:15:11+00:00,,T01,External power ref.:2000kW,
2016-02-12 05:45:11+00:00,,T01,External power ref.:2000kW,
2016-02-12 06:15:10+00:00,,T01,External power ref.:2000kW,
2016-02-12 06:45:10+00:00,,T01,External power ref.:2000kW,
2016-02-12 07:15:09+00:00,,T01,External power ref.:2000kW,
2016-02-12 07:45:09+00:00,,T01,External power ref.:2000kW,
2016-02-12 08:15:09+00:00,,T01,External power ref.:2000kW,
2016-02-12 08:45:09+00:00,,T01,External power ref.:2000kW,
2016-02-12 10:19:44+00:00,,T01,External power ref.:2000kW,
2016-02-12 10:49:43+00:00,,T01,External power ref.:2000kW,
2016-02-12 11:19:43+00:00,,T01,External power ref.:2000kW,
2016-02-12 11:49:43+00:00,,T01,External power ref.:2000kW,
2016-02-12 12:19:42+00:00,,T01,External power ref.:2000kW,
2016-02-12 12:49:42+00:00,,T01,External power ref.:2000kW,
2016-02-12 13:19:42+00:00,,T01,External power ref.:2000kW,
2016-02-12 13:49:42+00:00,,T01,External power ref.:2000kW,
2016-02-12 14:19:41+00:00,,T01,External power ref.:2000kW,
2016-02-12 14:49:41+00:00,,T01,External power ref.:2000kW,
2016-02-12 15:19:41+00:00,,T01,External power ref.:2000kW,
2016-02-12 15:49:41+00:00,,T01,External power ref.:2000kW,
2016-02-12 16:19:41+00:00,,T01,External power ref.:2000kW,
2016-02-12 16:49:40+00:00,,T01,External power ref.:2000kW,
2016-02-12 17:19:40+00:00,,T01,External power ref.:2000kW,
2016-02-12 17:49:40+00:00,,T01,External power ref.:2000kW,
2016-02-12 18:19:40+00:00,,T01,External power ref.:2000kW,
2016-02-12 18:49:39+00:00,,T01,External power ref.:2000kW,
2016-02-12 19:19:39+00:00,,T01,External power ref.:2000kW,
2016-02-12 19:49:39+00:00,,T01,External power ref.:2000kW,
2016-02-12 20:19:39+00:00,,T01,External power ref.:2000kW,
2016-02-12 20:49:38+00:00,,T01,External power ref.:2000kW,
2016-02-12 21:19:38+00:00,,T01,External power ref.:2000kW,
2016-02-12 21:49:38+00:00,,T01,External power ref.:2000kW,
2016-02-12 22:19:38+00:00,,T01,External power ref.:2000kW,
2016-02-12 22:49:37+00:00,,T01,External power ref.:2000kW,
2016-02-12 23:19:37+00:00,,T01,External power ref.:2000kW,
2016-02-12 23:49:37+00:00,,T01,External power ref.:2000kW,
2016-02-13 00:19:37+00:00,,T01,External power ref.:2000kW,
2016-02-13 00:49:36+00:00,,T01,External power ref.:2000kW,
2016-02-13 01:19:36+00:00,,T01,External power ref.:2000kW,
2016-02-13 01:49:36+00:00,,T01,External power ref.:2000kW,
2016-02-13 02:19:36+00:00,,T01,External power ref.:2000kW,
2016-02-13 02:49:35+00:00,,T01,External power ref.:2000kW,
2016-02-13 03:19:35+00:00,,T01,External power ref.:2000kW,
2016-02-13 03:49:35+00:00,,T01,External power ref.:2000kW,
2016-02-13 04:19:35+00:00,,T01,External power ref.:2000kW,
2016-02-13 04:49:34+00:00,,T01,External power ref.:2000kW,
2016-02-13 05:19:34+00:00,,T01,External power ref.:2000kW,
2016-02-13 05:49:34+00:00,,T01,External power ref.:2000kW,
2016-02-13 06:19:34+00:00,,T01,External power ref.:2000kW,
2016-02-13 06:49:33+00:00,,T01,External power ref.:2000kW,
2016-02-13 07:19:33+00:00,,T01,External power ref.:2000kW,
2016-02-13 07:49:33+00:00,,T01,External power ref.:2000kW,
2016-02-13 08:19:32+00:00,,T01,External power ref.:2000kW,
2016-02-13 08:49:32+00:00,,T01,External power ref.:2000kW,
2016-02-13 09:19:32+00:00,,T01,External power ref.:2000kW,
2016-02-13 09:49:32+00:00,,T01,External power ref.:2000kW,
2016-02-13 10:19:31+00:00,,T01,External power ref.:2000kW,
2016-02-13 10:49:31+00:00,,T01,External power ref.:2000kW,
2016-02-13 11:19:31+00:00,,T01,External power ref.:2000kW,
2016-02-13 11:49:30+00:00,,T01,External power ref.:2000kW,
2016-02-13 12:19:30+00:00,,T01,External power ref.:2000kW,
2016-02-13 12:49:30+00:00,,T01,External power ref.:2000kW,
2016-02-13 13:19:30+00:00,,T01,External power ref.:2000kW,
2016-02-13 13:49:29+00:00,,T01,External power ref.:2000kW,
2016-02-13 14:19:29+00:00,,T01,External power ref.:2000kW,
2016-02-13 14:49:29+00:00,,T01,External power ref.:2000kW,
2016-02-13 15:19:29+00:00,,T01,External power ref.:2000kW,
2016-02-13 15:49:28+00:00,,T01,External power ref.:2000kW,
2016-02-13 16:19:28+00:00,,T01,External power ref.:2000kW,
2016-02-13 16:49:28+00:00,,T01,External power ref.:2000kW,
2016-02-13 17:19:28+00:00,,T01,External power ref.:2000kW,
2016-02-13 17:49:28+00:00,,T01,External power ref.:2000kW,
2016-02-13 18:19:27+00:00,,T01,External power ref.:2000kW,
2016-02-13 18:49:27+00:00,,T01,External power ref.:2000kW,
2016-02-13 19:19:27+00:00,,T01,External power ref.:2000kW,
2016-02-13 19:49:26+00:00,,T01,External power ref.:2000kW,
2016-02-13 20:19:25+00:00,,T01,External power ref.:2000kW,
2016-02-13 20:49:26+00:00,,T01,External power ref.:2000kW,
2016-02-13 21:19:25+00:00,,T01,External power ref.:2000kW,
2016-02-13 21:49:25+00:00,,T01,External power ref.:2000kW,
2016-02-13 22:19:25+00:00,,T01,External power ref.:2000kW,
2016-02-13 22:49:25+00:00,,T01,External power ref.:2000kW,
2016-02-13 23:19:25+00:00,,T01,External power ref.:2000kW,
2016-02-13 23:49:24+00:00,,T01,External power ref.:2000kW,
2016-02-14 00:19:24+00:00,,T01,External power ref.:2000kW,
2016-02-14 00:49:24+00:00,,T01,External power ref.:2000kW,
2016-02-14 01:19:23+00:00,,T01,External power ref.:2000kW,
2016-02-14 01:49:23+00:00,,T01,External power ref.:2000kW,
2016-02-14 02:19:23+00:00,,T01,External power ref.:2000kW,
2016-02-14 02:49:22+00:00,,T01,External power ref.:1828kW,
2016-02-14 03:19:22+00:00,,T01,External power ref.:2000kW,
2016-02-14 03:49:22+00:00,,T01,External power ref.:2000kW,
2016-02-14 04:19:21+00:00,,T01,External power ref.:1996kW,
2016-02-14 04:49:21+00:00,,T01,External power ref.:2000kW,
2016-02-14 05:19:21+00:00,,T01,External power ref.:2000kW,
2016-02-14 05:49:21+00:00,,T01,External power ref.:2000kW,
2016-02-14 06:19:20+00:00,,T01,External power ref.:2000kW,
2016-02-14 06:49:20+00:00,,T01,External power ref.:2000kW,
2016-02-14 07:19:20+00:00,,T01,External power ref.:2000kW,
2016-02-14 07:49:20+00:00,,T01,External power ref.:2000kW,
2016-02-14 08:19:20+00:00,,T01,External power ref.:2000kW,
2016-02-14 08:49:20+00:00,,T01,External power ref.:2000kW,
2016-02-14 09:19:20+00:00,,T01,External power ref.:2000kW,
2016-02-14 09:49:19+00:00,,T01,External power ref.:2000kW,
2016-02-14 10:19:19+00:00,,T01,External power ref.:2000kW,
2016-02-14 10:49:19+00:00,,T01,External power ref.:2000kW,
2016-02-14 11:19:18+00:00,,T01,External power ref.:2000kW,
2016-02-14 11:49:18+00:00,,T01,External power ref.:2000kW,
2016-02-14 12:19:18+00:00,,T01,External power ref.:2000kW,
2016-02-14 12:49:18+00:00,,T01,External power ref.:2000kW,
2016-02-14 13:19:17+00:00,,T01,External power ref.:2000kW,
2016-02-14 13:49:17+00:00,,T01,External power ref.:2000kW,
2016-02-14 14:19:17+00:00,,T01,External power ref.:2000kW,
2016-02-14 14:49:17+00:00,,T01,External power ref.:1936kW,
2016-02-14 15:19:16+00:00,,T01,External power ref.:1936kW,
2016-02-14 15:49:16+00:00,,T01,External power ref.:2000kW,
2016-02-14 16:19:16+00:00,,T01,External power ref.:1946kW,
2016-02-14 16:49:15+00:00,,T01,External power ref.:2000kW,
2016-02-14 17:19:15+00:00,,T01,External power ref.:2000kW,
2016-02-14 17:49:15+00:00,,T01,External power ref.:2000kW,
2016-02-14 18:19:14+00:00,,T01,External power ref.:2000kW,
2016-02-14 18:49:15+00:00,,T01,External power ref.:2000kW,
2016-02-14 19:19:14+00:00,,T01,External power ref.:2000kW,
2016-02-14 19:49:14+00:00,,T01,External power ref.:2000kW,
2016-02-14 20:19:14+00:00,,T01,External power ref.:2000kW,
2016-02-14 20:49:14+00:00,,T01,External power ref.:2000kW,
2016-02-14 21:19:13+00:00,,T01,External power ref.:2000kW,
2016-02-14 21:49:13+00:00,,T01,External power ref.:2000kW,
2016-02-14 22:19:13+00:00,,T01,External power ref.:2000kW,
2016-02-14 22:49:12+00:00,,T01,External power ref.:2000kW,
2016-02-14 23:19:12+00:00,,T01,External power ref.:2000kW,
2016-02-14 23:49:12+00:00,,T01,External power ref.:2000kW,
2016-02-15 00:19:12+00:00,,T01,External power ref.:2000kW,
2016-02-15 00:49:11+00:00,,T01,External power ref.:2000kW,
2016-02-15 01:19:11+00:00,,T01,External power ref.:2000kW,
2016-02-15 01:49:11+00:00,,T01,External power ref.:2000kW,
2016-02-15 02:19:10+00:00,,T01,External power ref.:2000kW,
2016-02-15 02:49:10+00:00,,T01,External power ref.:2000kW,
2016-02-15 03:19:10+00:00,,T01,External power ref.:2000kW,
2016-02-15 03:49:10+00:00,,T01,External power ref.:2000kW,
2016-02-15 04:19:09+00:00,,T01,External power ref.:2000kW,
2016-02-15 04:49:09+00:00,,T01,External power ref.:2000kW,
2016-02-15 05:19:09+00:00,,T01,External power ref.:2000kW,
2016-02-15 05:49:09+00:00,,T01,External power ref.:2000kW,
2016-02-15 06:19:09+00:00,,T01,External power ref.:2000kW,
2016-02-15 06:49:09+00:00,,T01,External power ref.:2000kW,
2016-02-15 07:19:08+00:00,,T01,External power ref.:2000kW,
2016-02-15 07:49:08+00:00,,T01,External power ref.:2000kW,
2016-02-15 08:19:07+00:00,,T01,External power ref.:2000kW,
2016-02-15 08:49:07+00:00,,T01,External power ref.:2000kW,
2016-02-15 09:19:06+00:00,,T01,External power ref.:2000kW,
2016-02-15 09:49:06+00:00,,T01,External power ref.:2000kW,
2016-02-15 10:19:06+00:00,,T01,External power ref.:2000kW,
2016-02-15 10:49:06+00:00,,T01,External power ref.:2000kW,
2016-02-15 11:19:05+00:00,,T01,External power ref.:2000kW,
2016-02-15 11:49:06+00:00,,T01,External power ref.:2000kW,
2016-02-15 12:19:06+00:00,,T01,External power ref.:2000kW,
2016-02-15 12:49:05+00:00,,T01,External power ref.:2000kW,
2016-02-15 13:19:05+00:00,,T01,External power ref.:2000kW,
2016-02-15 13:49:05+00:00,,T01,External power ref.:2000kW,
2016-02-15 14:19:05+00:00,,T01,External power ref.:2000kW,
2016-02-15 14:49:04+00:00,,T01,External power ref.:2000kW,
2016-02-15 15:19:04+00:00,,T01,External power ref.:2000kW,
2016-02-15 15:49:03+00:00,,T01,External power ref.:2000kW,
2016-02-15 16:19:03+00:00,,T01,External power ref.:2000kW,
2016-02-15 17:03:57+00:00,,T01,External power ref.:2000kW,
2016-02-15 17:18:51+00:00,,T01,External power ref.:2000kW,
2016-02-15 17:48:51+00:00,,T01,External power ref.:2000kW,
2016-02-15 18:18:51+00:00,,T01,External power ref.:2000kW,
